tellitoit.ee,UTF-8,utf-8,utf_8
tellows.de,UTF-8,utf-8,utf_8
telnavi.jp,UTF-8,utf-8,utf_8
telquel.ma,UTF-8,utf-8,utf_8
telset.id,UTF-8,ISO-8859-1,utf_8
telsiusuaugusiuju.lt,UTF-8,utf-8,utf_8
telstra.com.au,utf-8,utf-8,utf_8
telsu.fi,utf-8,utf-8,utf_8
teltarif.de,ISO-8859-1,Windows-1252,iso8859_13
telus.com,utf-8,utf-8,utf_8
telva.com,iso-8859-15,ISO-8859-1,iso8859_15
temashop.dk,UTF-8,utf-8,utf_8
temax.bg,utf-8,utf-8,utf_8
template.net,,utf-8,
templatemonster.com,UTF-8,utf-8,utf_8
templeandwebster.com.au,UTF-8,utf-8,utf_8
tempo.co,UTF-8,ascii,ascii
tempo.com,UTF-8,utf-8,utf_8
tempo.pt,UTF-8,utf-8,utf_8
tempo24.news,utf-8,utf-8,utf_8
temponabytok.sk,utf-8,Windows-1254,utf_8
ten-navi.com,UTF-8,utf-8,utf_8
tendaatacado.com.br,utf-8,utf-8,utf_8
tendanceouest.com,UTF-8,utf-8,utf_8
tendapiusnc.it,,ascii,ascii
tenderarena.cz,,ascii,ascii
tenderbulletins.co.za,,ascii,ascii
tenderi.hr,UTF-8,utf-8,utf_8
tenders.go.ke,UTF-8,ascii,ascii
tenfield.com.uy,UTF-8,utf-8,iso8859_15
tenhomaisdiscosqueamigos.com,UTF-8,utf-8,utf_8
tenki.jp,UTF-8,utf-8,utf_8
tenor.com,utf-8,utf-8,utf_8
teol.hu,UTF-8,utf-8,utf_8
teoskitchen.ro,UTF-8,utf-8,utf_8
tepapa.govt.nz,utf-8,utf-8,utf_8
tepleev.ru,,utf-8,utf_8
tera.lv,utf-8,utf-8,utf_8
teratail.com,UTF-8,utf-8,utf_8
teraz-otwarte.pl,utf-8,utf-8,utf_8
teraz.sk,utf-8,utf-8,utf_8
tercihiniyap.net,UTF-8,utf-8,utf_8
terkini.id,,ascii,ascii
termalfurdo.hu,UTF-8,utf-8,utf_8
termania.net,utf-8,utf-8,utf_8
termedia.pl,,utf-8,utf_8
termene.ro,UTF-8,utf-8,utf_8
termeszetjaro.hu,UTF-8,utf-8,utf_8
terminalx.com,UTF-8,utf-8,utf_8
termini.gov.lv,utf-8,utf-8,
termipankki.fi,UTF-8,utf-8,utf_8
termiumplus.gc.ca,UTF-8,ascii,ascii
ternatekota.go.id,UTF-8,ascii,ascii
teroasia.com,utf-8,utf-8,utf_8
teroradio.com,utf-8,UTF-8-SIG,
terra-organica.hr,utf-8,utf-8,utf_8
terra.com.br,utf-8,utf-8,utf_8
terrabkk.com,UTF-8,utf-8,utf_8
terrafemina.com,utf-8,utf-8,utf_8
terrasport.ua,utf-8,Windows-1254,utf_8
terre-net.fr,utf-8,utf-8,utf_8
terrengsykkel.no,utf-8,utf-8,utf_8
terve.fi,utf-8,utf-8,utf_8
terveyskirjasto.fi,utf-8,utf-8,utf_8
terveyskyla.fi,utf-8,utf-8,utf_8
terveysportti.mobi,,ascii,ascii
terviseamet.ee,utf-8,utf-8,utf_8
terviseinfo.ee,utf-8,utf-8,utf_8
tervisetrend.ee,UTF-8,utf-8,utf_8
tervisliktoitumine.ee,,ascii,
tes.com,UTF-8,utf-8,utf_8
tesco.com.my,utf-8,utf-8,
tesco.hu,UTF-8,utf-8,utf_8
tesco.ie,utf-8,utf-8,utf_8
tesco.pl,UTF-8,utf-8,utf_8
tesco.sk,UTF-8,utf-8,utf_8
tescolotus.com,,utf-8,utf_8
tescoma.cz,UTF-8,utf-8,utf_8
tescoma.sk,UTF-8,utf-8,utf_8
tesear.com,UTF-8,utf-8,utf_8
tesionline.it,UTF-8,utf-8,utf_8
test-aankoop.be,utf-8,utf-8,utf_8
test-achats.be,utf-8,utf-8,utf_8
test-english.com,UTF-8,ascii,ascii
test.de,utf-8,utf-8,utf_8
test.no,UTF-8,utf-8,utf_8
test.se,,utf-8,utf_8
testado.cz,,utf-8,utf_8
testado.sk,,utf-8,utf_8
testbericht.com,UTF-8,utf-8,utf_8
testbericht.de,UTF-8,ascii,ascii
testberichte.de,UTF-8,utf-8,utf_8
testbook.com,utf-8,utf-8,utf_8
testi-canzoni.com,UTF-8,utf-8,utf_8
testietraduzioni.it,UTF-8,utf-8,utf_8
testimania.com,UTF-8,utf-8,utf_8
testit.de,utf-8,utf-8,utf_8
testsieger.de,UTF-8,utf-8,utf_8
teszvesz.hu,UTF-8,utf-8,utf_8
tet.lv,utf-8,utf-8,utf_8
tetaberta.sk,UTF-8,utf-8,utf_8
tetadrogerie.cz,utf-8,utf-8,utf_8
teteamodeler.com,UTF-8,utf-8,utf_8
teva.org.il,,utf-8,utf_8
tevabari.co.il,utf-8,utf-8,utf_8
teve2.com.tr,UTF-8,utf-8,utf_8
tevokaup.ee,UTF-8,utf-8,utf_8
tevu-darzelis.lt,UTF-8,Windows-1254,utf_8
texas.gov,,utf-8,utf_8
texasshperu.com,UTF-8,utf-8,utf_8
text-map.online,UTF-8,utf-8,utf_8
text-pesni-perevod.ru,UTF-8,utf-8,utf_8
text-pesni.com,UTF-8,utf-8,utf_8
textalk.se,UTF-8,utf-8,utf_8
textmap.co.nz,UTF-8,utf-8,utf_8
textmap.co.za,UTF-8,utf-8,utf_8
textmap.today,UTF-8,utf-8,utf_8
textove.com,UTF-8,utf-8,utf_8
textovenapesni.com,UTF-8,utf-8,utf_8
textypesen.com,UTF-8,utf-8,utf_8
teyit.org,,utf-8,utf_8
tez-tour.com,UTF-8,utf-8,utf_8
tezaurs.lv,utf-8,utf-8,utf_8
tezeusz.pl,UTF-8,utf-8,utf_8
tezpatrika.com,UTF-8,utf-8,utf_8
tf1.fr,utf-8,utf-8,utf_8
tfahat.com,,utf-8,utf_8
tfl.gov.uk,utf-8,ascii,ascii
tfm.co.jp,UTF-8,utf-8,utf_8
tgareed.org,utf-8,Windows-1254,utf_8
tgcom24.it,utf-8,utf-8,utf_8
tgrthaber.com.tr,UTF-8,utf-8,utf_8
tgspot.co.il,UTF-8,ascii,ascii
tgy-magazin.hu,,ascii,ascii
thai-novel.com,UTF-8,Windows-1254,ptcp154
thai-tour.com,,utf-8,utf_8
thai.ac,iso-8859-1,ascii,ascii
thai2english.com,utf-8,utf-8,utf_8
thaibestcost.com,UTF-8,utf-8,utf_8
thaibinh.gov.vn,iso-8859-1,ascii,ascii
thaibizpost.com,utf-8,utf-8,utf_8
